"Function / Call Stack","CPU Time","Memory Bound","Memory Bound","Loads","Stores","LLC Miss Count","Average Latency (cycles)","Module","Function (Full)","Source File","Start Address"
"exc_nmi","0","0","","1293647","0","0","0","vmlinux","exc_nmi","[Unknown]","0xffffffff9c6e6530"
"intel_iommu_map_pages","0","0","0","0","0","0","0","vmlinux","intel_iommu_map_pages","[Unknown]","0xffffffff9c2e6200"
"__folio_start_writeback","0","0","0","0","370171","0","0","vmlinux","__folio_start_writeback","[Unknown]","0xffffffff9bd285c0"
"shmem_mapping","0","0","0","923476","0","0","0","vmlinux","shmem_mapping","[Unknown]","0xffffffff9bd41e90"
"list_lru_add_obj","0","0","0","923476","0","0","0","vmlinux","list_lru_add_obj","[Unknown]","0xffffffff9bd62b40"
"__move_freepages_block","0","0","0","0","0","0","805","vmlinux","__move_freepages_block","[Unknown]","0xffffffff9bd9fff0"
"iommu_dma_map_sg","0","0","0","923476","0","0","0","vmlinux","iommu_dma_map_sg","[Unknown]","0xffffffff9c2fb620"
"blk_rq_merge_ok","0","0","0","923476","0","0","0","vmlinux","blk_rq_merge_ok","[Unknown]","0xffffffff9c025ec0"
"blk_cgroup_bio_start","0","0","0","923476","0","0","0","vmlinux","blk_cgroup_bio_start","[Unknown]","0xffffffff9c048d40"
"filemap_unaccount_folio","0","0","0","923476","0","0","0","vmlinux","filemap_unaccount_folio","[Unknown]","0xffffffff9bd19af0"
"kmem_cache_alloc_noprof","0","0","0","0","923476","0","0","vmlinux","kmem_cache_alloc_noprof","[Unknown]","0xffffffff9bdb9420"
"lru_gen_add_folio.constprop.0","0","0","0","1293647","1846952","0","0","vmlinux","lru_gen_add_folio.constprop.0","[Unknown]","0xffffffff9bd34c30"
"__page_cache_release.part.0","0","0","0","0","923476","0","0","vmlinux","__page_cache_release.part.0","[Unknown]","0xffffffff9bd2d9c0"
"lru_gen_del_folio.constprop.0","0","0.333333","0","0","1846952","0","3.33333","vmlinux","lru_gen_del_folio.constprop.0","[Unknown]","0xffffffff9bd2c290"
"free_pages_and_swap_cache","0","0.666667","0","0","923476","0","0","vmlinux","free_pages_and_swap_cache","[Unknown]","0xffffffff9bdc0b20"
"xas_init_marks","0","0","0","0","923476","0","0","vmlinux","xas_init_marks","[Unknown]","0xffffffff9c689880"
"percpu_counter_add_batch","0","0","0","5540856","1846952","0","5","vmlinux","percpu_counter_add_batch","[Unknown]","0xffffffff9c136bf0"
"uncharge_folio","0","0","0","923476","3693904","0","0","vmlinux","uncharge_folio","[Unknown]","0xffffffff9be0d180"
"nmi_handle","0","0","0","0","1846952","0","0","vmlinux","nmi_handle","[Unknown]","0xffffffff9ba44850"
"native_sched_clock","0","0","0","4617380","0","0","5","vmlinux","native_sched_clock","[Unknown]","0xffffffff9c6e69b0"
"bio_associate_blkg","0","0","0","0","923476","0","0","vmlinux","bio_associate_blkg","[Unknown]","0xffffffff9c047af0"
"unmap_page_range","0","0.4","0","0","3693904","0","2.5","vmlinux","unmap_page_range","[Unknown]","0xffffffff9bd70010"
"iommu_pgsize.isra.0","0","0","0","0","0","0","5","vmlinux","iommu_pgsize.isra.0","[Unknown]","0xffffffff9c2f4d70"
"policy_nodemask","0","0","0","1846952","13852140","0","5","vmlinux","policy_nodemask","[Unknown]","0xffffffff9bddb8c0"
"vm_normal_page","0","0","0","1846952","0","0","5","vmlinux","vm_normal_page","[Unknown]","0xffffffff9bd6fc90"
"asm_exc_nmi","0","0","0","923476","0","0","0","vmlinux","asm_exc_nmi","[Unknown]","0xffffffff9c801d90"
"try_to_unmap_one","0","0","0","3693904","2217123","0","0","vmlinux","try_to_unmap_one","[Unknown]","0xffffffff9bd8eb60"
"__mod_lruvec_state","0","0","0","1846952","1846952","0","0","vmlinux","__mod_lruvec_state","[Unknown]","0xffffffff9be0d430"
"_raw_spin_unlock","0","0","0","4617380","10158236","0","0","vmlinux","_raw_spin_unlock","[Unknown]","0xffffffff9c6f81c0"
"__folio_throttle_swaprate","0","0","0","8311284","1846952","0","0","vmlinux","__folio_throttle_swaprate","[Unknown]","0xffffffff9bdc8b40"
"p4d_offset","0","0","0","2770428","0","0","0","vmlinux","p4d_offset","[Unknown]","0xffffffff9bd6ce10"
"split_huge_pmd_locked","0","0","0","923476","0","0","0","vmlinux","split_huge_pmd_locked","[Unknown]","0xffffffff9bdfbcb0"
"free_unref_folios","0","0","0","1846952","9234760","0","5","vmlinux","free_unref_folios","[Unknown]","0xffffffff9bda4bc0"
"__delete_from_swap_cache","0","0","0","370171","923476","0","0","vmlinux","__delete_from_swap_cache","[Unknown]","0xffffffff9bdc04f0"
"get_pte_pfn.isra.0","0","0","0","923476","0","0","0","vmlinux","get_pte_pfn.isra.0","[Unknown]","0xffffffff9bd33d60"
"page_counter_uncharge","0","0","0","0","0","0","5","vmlinux","page_counter_uncharge","[Unknown]","0xffffffff9be08fc0"
"__remove_mapping","0","0","0","1846952","0","0","0","vmlinux","__remove_mapping","[Unknown]","0xffffffff9bd32fa0"
"nmi_restore","0","0","0","0","0","0","5","vmlinux","nmi_restore","[Unknown]","0xffffffff9c801f48"
"_mm256_store_si256","0","0","0","0","34168612","0","12","prime_implicants","_mm256_store_si256","avxintrin.h","0x3692"
"[nvme]","0","0","0","0","370171","0","0","nvme","[nvme]","[Unknown]","0"
"[jbd2]","0","0","0","923476","0","0","0","jbd2","[jbd2]","[Unknown]","0"
"__mod_memcg_state","0","0","0","0","923476","0","0","vmlinux","__mod_memcg_state","[Unknown]","0xffffffff9be0c100"
"_raw_spin_unlock_irq","0","0","0","1846952","1846952","0","0","vmlinux","_raw_spin_unlock_irq","[Unknown]","0xffffffff9c6f8200"
"free_tail_page_prepare","0","0","0","0","8311284","0","2.5","vmlinux","free_tail_page_prepare","[Unknown]","0xffffffff9bd9ef30"
"cpuset_node_allowed","0","0","0","740342","1846952","0","5","vmlinux","cpuset_node_allowed","[Unknown]","0xffffffff9bbe4ee0"
"xa_load","0","0","0","0","923476","0","0","vmlinux","xa_load","[Unknown]","0xffffffff9c688ec0"
"rmap_walk_file","0","0","0","923476","923476","0","0","vmlinux","rmap_walk_file","[Unknown]","0xffffffff9bd8d480"
"folio_alloc_swap","0","0","0","2217123","0","0","0","vmlinux","folio_alloc_swap","[Unknown]","0xffffffff9bdc9110"
"update_cfs_group","0","0","0","0","0","0","0","vmlinux","update_cfs_group","[Unknown]","0xffffffff9bb1ad50"
"blk_attempt_bio_merge.part.0","0","0","0","923476","0","0","0","vmlinux","blk_attempt_bio_merge.part.0","[Unknown]","0xffffffff9c026160"
"blk_account_io_merge_bio.part.0","0","0","0","923476","0","0","0","vmlinux","blk_account_io_merge_bio.part.0","[Unknown]","0xffffffff9c024070"
"___slab_alloc","0","0","0","0","1293647","0","0","vmlinux","___slab_alloc","[Unknown]","0xffffffff9bdb7070"
"pfn_pte","0","1","0","7387808","0","0","0","vmlinux","pfn_pte","[Unknown]","0xffffffff9bd6e320"
"move_folios_to_lru","0","0","0","923476","370171","0","0","vmlinux","move_folios_to_lru","[Unknown]","0xffffffff9bd39280"
"bio_associate_blkg_from_css","0","0","0","0","370171","0","0","vmlinux","bio_associate_blkg_from_css","[Unknown]","0xffffffff9c047740"
"do_huge_pmd_anonymous_page","0","0","0","923476","0","0","0","vmlinux","do_huge_pmd_anonymous_page","[Unknown]","0xffffffff9be00430"
"mem_cgroup_from_task","0","0","0","2770428","0","0","5","vmlinux","mem_cgroup_from_task","[Unknown]","0xffffffff9be09460"
"irqentry_exit","0","0","0","923476","0","0","5","vmlinux","irqentry_exit","[Unknown]","0xffffffff9c6e9cf0"
"xas_store","0","0","0","0","0","0","5","vmlinux","xas_store","[Unknown]","0xffffffff9c68aaa0"
"wakeup_kswapd","0","0","0","0","923476","0","5","vmlinux","wakeup_kswapd","[Unknown]","0xffffffff9bd408d0"
"shrink_node","0","0","0","0","0","0","0","vmlinux","shrink_node","[Unknown]","0xffffffff9bd3ddf0"
"bio_add_folio_nofail","0","0","0","923476","0","0","0","vmlinux","bio_add_folio_nofail","[Unknown]","0xffffffff9c015620"
"mutex_unlock","0","0","0","1846952","0","0","0","vmlinux","mutex_unlock","[Unknown]","0xffffffff9c6f1e20"
"workingset_eviction","0","0","0","0","370171","0","0","vmlinux","workingset_eviction","[Unknown]","0xffffffff9bd641b0"
"early_xen_iret_patch","0","0","0","923476","0","0","0","vmlinux","early_xen_iret_patch","[Unknown]","0xffffffff9c80191c"
"allow_direct_reclaim","0","0","0","923476","0","0","0","vmlinux","allow_direct_reclaim","[Unknown]","0xffffffff9bd3b5c0"
"mksaveddirty_shift","0","0","0","2217123","0","0","0","vmlinux","mksaveddirty_shift","[Unknown]","0xffffffff9bd6c8f0"
"submit_bio_noacct_nocheck","0","0","0","0","923476","0","0","vmlinux","submit_bio_noacct_nocheck","[Unknown]","0xffffffff9c01d930"
"trace_rss_stat","0","0","0","923476","0","0","0","vmlinux","trace_rss_stat","[Unknown]","0xffffffff9bd6ca10"
"lru_activate","0","0","0","923476","923476","0","0","vmlinux","lru_activate","[Unknown]","0xffffffff9bd2cf00"
"intel_bts_disable_local","0","0","0","923476","0","0","0","vmlinux","intel_bts_disable_local","[Unknown]","0xffffffff9ba1e420"
"uncharge_batch","0","0","0","0","923476","0","5","vmlinux","uncharge_batch","[Unknown]","0xffffffff9be0d0c0"
